Name	Score	Pentamer count	Pentamer position	AU-block position	Sequence length
DLK2	0	0		113...186	187
ADORA1	0	0		671...703	1504
HOXC9	0	0		119...176 271...322 332...376 413...473 634...662	663
NR4A1	3.9	3	465 489 520	227...274 455...561	562
AQP3	0	0		717...773 829...888	889
RAB3D	2.6	2	1719 3112	1114...1160 1707...1740 1782...1829 1950...1988 2091...2156 2179...2256 2260...2304 2429...2465 2622...2670 2716...2773 3026...3062 3106...3149 3296...3326 3327...3351	3352
TIGD4	0	0		30...83 84...111	112
FGF9	27.05	18	219 591 595 624 637 641 1143 1658 1674 1760 1781 2033 2063 2105 2131 2138 2547 2979	26...62 483...522 539...690 780...837 838...875 1029...1117 1120...1336 1370...1472 1489...1598 1605...1731 1758...1853 1960...2011 2017...2169 2199...2251 2282...2321 2354...2576 2902...2934 2935...3062	3063
RP11-277P12.6	3.9	3	81 176 191	81...121 122...259	260
ARRDC3	10.3	7	506 603 607 1160 1357 1738 2609	203...240 301...353 361...447 451...532 595...679 751...850 892...938 1076...1147 1151...1227 1341...1700 1974...2092 2187...2639 2640...2675	2676
LYVE1	3.9	3	1079 1231 1256	556...597 721...901 908...967 968...1179 1203...1409 1410...1474 1691...1770	2145
ERBB2	0	0		465...528 586...617	618
SLC1A4	1.3	1	929	436...473 923...985 1110...1171 1387...1425 2099...2205 2259...2360	2719
TCAF2	11.7	10	370 655 1289 1325 1491 1505 1702 1945 2540 2668	173...212 357...413 652...723 1216...1273 1323...1383 1587...1654 1688...1843 1921...1970 2305...2346 2366...2471 2699...2741	2742
DDIT3	4.1	2	172 176	156...215	216
FAM46A	16.05	12	5 730 1402 1576 1629 1712 1720 2595 2646 2662 2768 2789	45...98 145...185 351...423 447...490 654...725 726...829 843...902 944...1177 1180...1569 1572...1711 1712...1867 1898...1995 2027...2066 2092...2133 2340...2400 2590...2695 2767...2874 3094...3134 3364...3680 3791...3822 3914...3964	3965
MXRA7	3.6	3	588 842 930	330...374 715...948	1298
HOMER1	34.8	24	386 390 693 861 882 886 934 1013 1602 1679 1777 1911 1924 1969 2056 2193 2261 2387 2538 2794 2804 2821 3237 3265	17...71 75...125 133...193 196...341 363...498 538...587 662...754 763...826 845...1040 1136...1205 1207...1317 1475...1801 1824...1946 1947...2284 2343...2454 2455...2596 2638...2856 2886...2923 3157...3226 3228...3309 3342...3372	3373
VGLL2	1.3	1	1060	147...187 203...235 300...470 717...806 1044...1070	1071
PALM3	0	0		202...239	240
C4orf32	27.4	22	130 596 842 1273 1457 1530 1885 2131 2869 3139 3414 3822 3893 4052 4086 5013 5161 5373 5517 5897 6650 7595	10...247 324...436 444...500 502...621 622...754 771...1272 1273...1313 1436...1837 1843...1922 1923...2171 2279...2309 2425...2714 2866...2965 3014...3063 3128...3183 3249...3319 3341...3464 3576...3627 3752...3803 3805...3854 3889...3922 4083...4124 4283...4348 4425...4554 4856...4887 4888...4939 5004...5046 5143...5332 5342...5497 6169...6237 6253...6327 6422...6483 6558...6606 6908...6968 6975...7007 7239...7316 7324...7360 7377...7421 7551...7747 7813...7874 7996...8033 8131...8202 8260...8317	8318
FOS	8	5	643 647 671 742 789	322...372 373...437 445...590 621...805	806
NAP1L5	6.5	5	114 623 734 809 1163	99...168 173...275 393...437 600...655 680...878 950...998 1055...1134 1145...1194 1218...1290	1291
RP11-435I10.4	3	3	1297 1452 1626	1572...1625 1686...1705	1706
IQCJ-SCHIP1	2.6	2	32 153	21...78 141...239 240...412 427...532 533...575	576
PIF1	1.3	1	627	626...660	661
IFIT1	1.3	1	48	19...275	276
HSPA5	4.9	4	266 340 401 474	45...112 252...290 323...426 486...522 590...630 734...791 1063...1095 1096...1137 1204...1236 1361...1400 1707...1738	1739
P3H2	4.1	2	26 30	7...137 380...419 888...948 1038...1080	1081
JUNB	2.6	2	256 467	186...227 228...271 403...499	500
ZHX2	0	0		308...348 404...462 500...547 854...893 982...1116 1193...1274	1275
NAT16	3.9	3	731 1058 1089	712...753 1058...1120	1586
ZNF624	9.1	7	89 138 235 293 830 1178 1527	36...591 626...706 720...758 809...863 904...957 1043...1216 1316...1418 1419...1550	1551
TUBB6	0	0		393...449	489
KCNN1	0	0			39
RHOB	6.7	4	533 822 826 1379	481...553 806...908 950...1003 1042...1078 1113...1179 1242...1388	1389
RNF148	0	0		40...125 126...166	169
ZNF449	5.2	4	171 609 1221 2029	36...69 108...446 461...504 545...638 689...816 901...998 999...1049 1074...1133 1157...1242 1243...1325 1326...1427 1447...1641 1671...1755 1888...1930 1931...2015 2024...2075	2076
ZBTB21	10.1	8	303 453 586 698 846 960 1020 1439	61...215 226...280 290...686 687...720 742...795 911...1043 1081...1123 1126...1158 1185...1237 1238...1279 1281...1382 1383...1585 1590...1943 2080...2257	2258
GCOM1	2.3	2	91 135	127...165 477...571 1150...1200	1325
CLSTN3	0	0		658...703 830...863	864
FADS3	0	0		249...287	288
HTATIP2	0	0		81...122	129
CEMIP	6.4	4	1918 2324 2668 2672	1263...1321 2317...2438 2453...2546 2615...2759 2804...2851	2852
KCNG3	14.7	11	57 232 502 659 691 781 924 1389 1763 1774 1813	52...81 142...227 228...469 470...618 652...881 896...1351 1381...1485 1625...1884	1902
ATG4C	5.2	4	170 637 756 1076	62...299 357...408 436...585 607...737 753...867 895...1259 1322...1353	1354
HSD3B2	0	0		335...413	414
TMEM91	0	0			179
ZNF501	6.5	5	322 437 509 588 1501	0...149 285...559 577...671 1018...1059 1197...1291 1429...1560 1586...1684 1709...1843	1846
PRR34	0	0		2178...2215	2349
TFAP2C	7.9	6	119 449 746 874 885 1071	235...284 294...335 390...443 444...507 630...789 860...911 939...1046 1059...1124 1227...1269	1270
TTC34	2.6	2	4697 4761	3237...3267 3297...3340 4137...4173 4689...4724 4746...4810 5009...5083 5353...5391	5392
ENDOD1	6.9	6	148 294 412 1112 2288 2745	0...84 290...334 419...460 539...578 585...769 928...1179 1180...1283 1316...1360 1405...1434 1505...1532 1653...1692 1786...1822 1832...1861 2273...2312 2989...3039 3046...3065	3066
ING4	1	1	325	582...603	604
FNDC3A	12.45	9	88 294 397 1376 1673 1679 1806 1920 2335	0...99 183...329 346...523 584...703 721...921 1030...1283 1286...1714 1738...1777 1802...1860 1866...1951 1968...2275 2277...2382	2383
MSX1	5.9	5	208 266 506 650 742	398...475 503...545 607...684 704...792	793
ULBP2	5.2	4	441 456 485 505	201...247 275...400 420...534	535
TNKS1BP1	2.3	2	146 301	285...356 420...451	452
TRAF4	2.3	2	428 494	471...523 850...916 1344...1380	1381
CORO1A	0	0		71...111	112
DBNDD1	0	0		1031...1080	1470
HK2	6.5	5	786 804 871 1529 1758	40...78 177...246 247...281 725...927 1224...1404 1422...1466 1496...1559 1746...1841 2022...2129 2166...2220 2331...2417	2418
PHACTR2	33.25	25	504 512 1085 1229 1583 1658 2283 2325 2743 3019 3320 3609 3868 4023 4027 4821 4941 4966 5731 6538 6558 6970 6994 7312 7453	316...382 400...535 584...623 747...786 854...1012 1030...1170 1178...1212 1297...1358 1445...1694 1805...1859 1908...2190 2195...2401 2414...2543 2673...2773 2883...2955 3080...3428 3448...3692 3707...3742 3752...3787 3829...4051 4135...4179 4285...4327 4452...4520 4539...4592 4707...4781 4810...4876 5434...5593 5647...5686 5719...5851 5907...6025 6041...6100 6120...6230 6238...6290 6319...6370 6409...6448 6450...6523 6558...7032 7062...7299 7300...7495	7496
RDH12	1	1	484	403...442 563...601	602
MICB	2.6	2	100 1182	83...152 512...551 596...672 796...833 933...985 986...1086 1167...1214	1215
KLF5	5.9	5	325 926 1023 1268 1302	66...252 408...680 681...903 1009...1123 1124...1221 1250...1475 1565...1654	1655
METRNL	0	0		209...291 439...500	544
ARHGAP29	10.3	7	135 394 593 983 987 1070 1873	197...285 311...583 585...1021 1060...1290 1487...1562 1593...1642 1649...1717 1786...1966 1995...2066 2067...2110	2118
EHD4	12.1	10	451 477 957 1102 1455 1646 1696 1780 2253 3570	179...210 436...514 859...893 954...991 1117...1222 1555...1594 1681...1830 1952...1997 2204...2336 2487...2604 3538...3627 4291...4325 4483...4518 4652...4705	4706
CX3CL1	2.6	2	299 1994	286...322 1971...2015	2016
SLC20A1	2.6	2	423 573	3...52 151...201 254...368 421...492 561...660 661...690	802
GPR50	0	0			28
TMEM221	0	0		84...124	949
NPBWR1	0	0			223
PRR15	3.6	3	119 210 360	108...239 250...290 471...575	576
GJB2	5.9	5	645 817 944 984 1398	10...47 220...259 283...367 542...601 604...697 808...862 1127...1430	1431
SOX8	2.3	2	664 722	581...717 1305...1343 1347...1419 1553...1592	1593
WDR72	16.2	11	307 404 424 561 881 891 913 1922 2069 2523 2527	24...293 303...622 626...690 737...1064 1140...1279 1366...1438 1460...1610 1622...1662 1668...2012 2052...2360 2469...2505 2506...2535	2536
KLRC3	0	0		2...23	24
STARD4	17.6	14	489 578 1078 1221 1690 1808 1824 1902 2282 2336 2483 3260 3756 3799	5...55 94...219 343...387 488...517 591...637 654...753 762...805 819...898 970...1056 1058...1133 1199...1413 1598...1638 1678...1742 1767...1892 1961...2008 2009...2133 2134...2174 2191...2442 2472...2577 2590...3133 3179...3295 3308...3355 3372...3416 3560...3852	3853
ZNF589	2	2	176 260	1338...1377	2201
ACVR1	6.2	5	644 861 902 986 1038	376...498 608...882 889...948 998...1081	1082
EFNB2	10.3	7	1165 1506 1813 1927 2945 3063 3067	794...827 1129...1187 1248...1292 1502...1590 1643...1674 1687...1742 1803...1838 2024...2131 2246...2322 2463...2579 2804...2969 3000...3204 3245...3308	3309
SCGB2A2	0	0		81...160	161
ZNF865	0	0		444...470	471
STAR	0	0		249...291 595...623	624
PKD1L1	0	0		0...26	27
THBS1	11.55	8	1018 1144 1170 1213 1801 1810 2085 2091	870...1054 1124...1248 1303...1392 1446...1657 1665...2259 2288...2365 2367...2466 2613...2729 2788...2854 2926...3015 3064...3143 3144...3230 3294...3385 3415...3450 3451...3504 3505...3591 3719...3754 3785...3934 3957...4027	4097
PID1	4.1	3	592 918 932	135...197 575...685 775...847 916...960 1102...1149 1150...1290 1598...1636	1637
VPREB3	0	0		95...132	133
NMNAT3	3.6	3	204 528 588	93...147 202...242 574...625 730...818	819
DGAT2	1.3	1	91	85...192 990...1025	1026
TSNARE1	0	0		1105...1171	1172
LHX6	8.1	6	210 293 326 1158 1948 1952	443...522 1724...1761 1938...1986 1988...2107	2122
C14orf93	0	0			70
TXNRD1	9	6	994 1090 1443 1574 1578 1753	358...449 657...709 874...1082 1083...1146 1179...1248 1559...1617 1710...1855	1856
KIF27	3.35	2	229 237	0...117 119...302	303
TNFRSF21	6.9	6	33 343 550 770 1072 1204	47...98 183...248 269...383 401...647 917...975 998...1041 1191...1232	1233
STK4	14.3	10	215 559 2004 2857 3604 3608 3633 3642 3755 4286	199...264 340...409 556...593 887...922 1021...1071 1660...1717 1898...1951 1998...2169 2217...2267 2367...2406 2510...2549 2593...2634 2840...2889 2983...3065 3191...3229 3328...3424 3511...3579 3628...3687 3710...3845 3862...3905 4037...4186 4281...4320 4354...4446 4454...4562 4649...4777	4783
SLC16A3	1.3	1	58	52...85	503
LACC1	19.6	15	64 77 160 289 407 783 797 929 1403 1520 1655 1696 2006 2082 2208	62...315 392...476 477...514 731...988 1123...1185 1190...1242 1385...1457 1617...1871 1875...2051 2080...2250 2280...2425 2448...2484	2485
RAD54L	1.3	1	132	122...189	190
SLC6A8	1.3	1	851	147...219 700...776 848...899 1349...1378	1379
CALCR	0	0			33
FIGNL2	2	2	217 2449	710...742 754...845 2502...2558	2559
MC2R	3	2	804 813	256...364 506...535 638...684 788...830 923...964 1256...1338 1748...1943 2136...2179 2330...2364 2413...2467	2581
SMPD3	1.3	1	2612	620...683 838...875 898...968 2363...2392 2522...2688 2714...2758 2776...2837	2881
CHRFAM7A	0	0		360...554 562...633 879...919 920...989	1053
ABCD1	1	1	636		1027
BTBD11	2.6	2	500 1048	454...482 483...655 688...752 754...795 1041...1201 1202...1242 1248...1318 1328...1389 1397...1433 1895...1923	1924
PLEC	0	0		122...162	1024
FOXF1	5.9	5	442 771 955 1471 2035	194...232 244...280 371...498 750...815 924...999 1049...1198 1209...1414 1491...1568 1625...1677 1711...1813 1872...1941 1959...1993 2069...2106 2283...2317	2333
CA2	2.6	2	504 543	128...187 235...294 328...703	704
FAM184A	1.3	1	102	8...116	117
GPER1	0	0		824...855	959
ABHD8	0	0			530
C1orf74	8.8	7	532 1660 1707 2006 2764 3184 3547	448...522 538...595 984...1033 1034...1076 1221...1257 1283...1333 1651...1803 1905...1940 1941...2076 2616...2725 2750...2806 2938...3000 3137...3294 3421...3616	3617
PMAIP1	6.7	5	1219 1232 1410 1467 1485	206...253 254...332 464...556 557...635 658...707 724...905 933...1176 1177...1450 1466...1552	1553
SEMA6D	7.2	6	902 968 1354 1591 2160 2206	368...411 416...512 766...801 834...868 899...956 982...1021 1071...1470 1817...1916 1925...2025 2103...2306 2312...2437	2438
SLC3A2	0	0		55...116	162
NHLRC4	0	0			1076
IL22RA1	0	0			1034
MAPK13	1	1	581	611...681	692
MVK	0	0		663...688	689
GIN1	9.3	6	11 15 347 482 1038 1278	0...249 311...552 574...629 736...774 929...1132 1231...1402 1487...1520	1565
HOXB6	0	0		501...568 594...661	662
SNRK	7.5	6	110 620 674 1644 1989 2347	69...105 106...137 196...373 588...695 714...829 952...1009 1021...1092 1093...1269 1499...1687 1773...1851 1924...1977 2079...2144 2150...2227 2246...2486 2535...2580	2581
GPR146	1.3	1	323	322...438 706...743	744
SMIM11A	0	0		51...101 112...163 269...309 437...527	528
GSDMB	0	0			146
SETDB2	0	0		3...50	51
HRH1	8.7	6	858 1642 1802 1806 1936 2177	252...303 632...692 753...820 888...917 1167...1203 1327...1380 1538...1577 1634...1701 1767...1836 1912...1980 2271...2315 2425...2502 2623...2687 2727...2751	2752
SGMS2	27.95	21	1273 1288 1300 1494 1698 1888 2223 2416 2632 2811 3516 3571 3710 3781 3857 3862 3976 4276 4322 4356 4447	52...226 321...359 360...404 573...681 694...766 961...1110 1111...1211 1213...1425 1466...1552 1624...1770 1787...1968 2034...2280 2376...2458 2460...2561 2563...2755 2787...2835 3049...3320 3324...3425 3465...3596 3597...3638 3668...3957 4007...4161 4209...4480	4494
MXD3	0	0			153
HYLS1	0	0		0...94 194...275 279...320 348...379	380
C5orf30	12.8	10	24 361 440 703 1102 1274 1449 1762 1773 1960	233...330 342...726 759...976 1088...1303 1351...1405 1497...1536 1602...1728 1731...1847 1918...2063 2083...2119	2120
RCE1	2.6	2	322 416	312...344 404...440	451
CHEK2	0	0		59...153	154
AMDHD1	7.9	6	77 154 164 369 590 845	18...311 319...419 638...773 795...872	873
RASGRP3	10.5	9	193 284 433 858 1074 1113 1305 1513 1561	177...214 366...409 442...515 727...782 814...997 1015...1208 1288...1344 1686...1941 1942...1993	1994
SH2B3	3.3	3	99 559 697	546...694 908...942 1028...1068 1560...1598 1617...1667 1781...1819 2100...2146 2172...2206 2761...2798 2907...2941 2942...2984 3170...3320	3321
NEUROG2	7.2	6	199 694 790 869 998 1071	483...524 705...734 735...797 860...895 906...960 989...1140	1141
PAX8	2.6	2	161 220	147...198 217...249 328...360	361
HIF1A	11.9	8	60 147 222 272 276 629 647 694	2...42 49...105 136...200 209...303 304...446 455...844 845...1172	1173
GRPR	1	1	337	148...237 251...295	376
TMED7-TICAM2	10.9	9	51 419 428 753 1252 1624 1676 1952 2156	14...48 419...455 477...538 551...579 797...1160 1272...1377 1451...1515 1534...1648 1665...1733 2077...2307 2406...2599 2625...2663	2664
SLC2A4	2.3	2	196 659	479...531 653...702 1092...1141 1150...1205 1348...1395	1628
SOCS1	0	0		41...75 358...437	438
TRIM32	3.3	3	188 483 552	135...173 184...222 326...367 903...1110 1189...1253 1292...1368 1397...1434 1462...1595	1596
PTS	6.9	5	125 157 167 204 220	40...117 123...417	418
BHLHE40	0	0		47...127 1049...1092 1151...1368 1393...1493 1503...1534	1631
SLC41A2	14.75	11	487 504 958 1215 1238 1532 1540 1589 1865 1969 2092	61...117 128...376 502...616 672...780 881...1027 1166...1292 1323...1376 1379...1694 1695...2240 2333...2434 2435...2543 2564...2598	2599
KLHL31	35.75	25	36 87 94 233 451 455 495 742 747 760 1113 1233 1340 1440 1537 1643 2157 2170 2175 2535 3033 3250 3437 3471 3538	75...139 166...218 219...253 378...528 542...614 689...847 983...1088 1130...1227 1228...1265 1307...1389 1411...1509 1520...1669 1679...1723 1833...1981 2069...2112 2146...2242 2280...2339 2396...2504 2524...2583 2588...2652 2704...2756 2860...2933 2934...3162 3205...3290 3322...3458 3488...3696	3697
SLC26A2	22.9	19	362 994 1188 1283 1373 2068 2413 2431 3023 3078 3530 3590 3744 4183 4307 4642 4667 4690 5535	30...69 649...853 894...1033 1108...1175 1199...1312 1329...1460 1584...1655 1677...1726 1727...1812 1921...1962 2060...2097 2161...2198 2469...2530 2676...2713 2845...3112 3485...3642 3775...3805 3868...3961 4183...4236 4375...4454 4458...4687 4688...5018 5021...5062 5282...5411 5488...5591	5592
MC5R	0	0			580
SLC25A19	1.3	1	430	418...457	458
SPATA2L	0	0			991
MMP17	0	0			509
C21orf91	23.7	17	127 379 483 487 1456 1645 2087 2096 2259 2882 3000 3363 3614 3878 4085 4224 4351	87...206 215...535 536...583 584...797 864...970 1044...1354 1367...1419 1451...1524 1531...1670 1681...1848 1920...1967 1999...2049 2085...2135 2188...2474 2488...2620 2634...2747 2822...3087 3088...3274 3286...3601 3770...3948 3949...3991 4083...4146 4216...4382 4393...4447	4448
PRLR	29.1	24	202 483 753 1021 1209 1704 3084 3475 3491 4731 4957 5003 5329 5709 5728 6413 6583 7257 7341 7444 7957 8028 8616 8859	19...108 192...289 335...454 472...834 857...1086 1131...1196 1381...1415 1424...1456 1866...1912 2122...2215 2217...2306 2455...2578 2579...2671 2854...2895 2897...2994 2997...3113 3132...3184 3201...3257 3299...3372 3487...3546 3872...4009 4059...4148 4194...4245 4277...4331 4843...4895 4988...5047 5065...5105 5289...5404 5457...5522 5551...5683 5720...6027 6079...6158 6181...6235 6277...6572 6577...6625 6695...6757 6791...6849 6901...7049 7104...7147 7151...7189 7201...7421 7432...7468 7479...7566 7591...7652 7654...7693 7694...7840 7943...8147 8231...8295 8349...8391 8397...8512 8553...8596 8612...8651 8671...8708 8951...9047 9105...9391	9392
CCDC184	3.3	3	392 442 778	313...374 376...433	1219
CPLX2	0	0		47...102	3975
HYKK	0	0			71
PTPRN	0	0		534...597	603
FLRT2	2.6	2	132 158	77...266 484...528	590
NFATC2	10.95	9	1048 1244 1838 2921 2927 3237 3344 3546 3606	27...76 288...324 679...729 779...822 1099...1135 1285...1352 1425...1472 1895...1944 1985...2077 2698...2738 2810...3072 3225...3284 3474...3511 3603...3713 3884...3961 3997...4046 4084...4116 4423...4538	4539
RNF24	5.9	5	1763 2591 2657 3995 6645	963...1068 1236...1285 1704...1744 1749...1786 2351...2383 2601...2689 3365...3402 3829...3927 4018...4089 4178...4253 4803...4846 5027...5060 5275...5329 5449...5488 5584...5625 5803...5844 5982...6018 6526...6572 6594...6753	6754
RP11-20I23.1	2.6	2	479 513	476...538	696
NMRK2	0	0			143
GLRX	4	3	147 185 194	175...262 336...545	547
NPPC	5.2	4	368 385 408 423	103...153 159...191 192...279 354...515	516
TOX2	1.3	1	745	532...613 695...736 737...793 889...929	930
FBXW7	5.8	5	606 693 782 1451 1463	59...112 285...324 408...574 792...858 890...927 1015...1071 1140...1211 1278...1309 1310...1359 1425...1525 1557...1617	1618
HEY1	9.7	7	292 350 686 777 1000 1033 1037	81...505 506...607 792...867 897...928 930...986 1023...1107 1144...1177	1178
XBP1	6.7	4	708 879 945 949	575...750 854...929 937...990	991
WSCD2	0	0		1243...1280 1384...1439 1582...1614	1776
GNG11	16.45	13	312 613 990 1670 1731 1738 1851 1918 2142 2261 2314 2332 2361	33...309 326...369 492...573 601...650 1502...1564 1707...1780 1815...1873 2073...2174 2175...2393	2394
VASN	2.6	2	496 517	465...563 593...628	629
ZNF606	7.2	6	277 1568 1695 2091 2344 2361	1016...1207 1272...1319 1374...1726 1727...1767 1932...1990 2108...2176 2334...2378	2379
GPAM	7.5	6	597 797 1103 1397 1590 2346	250...364 395...524 593...659 660...716 1103...1183 1184...1242 1248...1495 1506...1576 1581...1746 1797...1870 2093...2157 2203...2262 2333...2404 2414...2509 2608...2696 2977...3031 3099...3139 3217...3319 3347...3392 3397...3685	3686
